open_time,open,high,low,close,volume,close_time,quote_volume,count,taker_buy_volume,taker_buy_quote_volume,ignore
1772323200000,1963.48,1968.60,1953.47,1961.67,115090.953,1772326799999,225581192.18530,213076,52680.201,103263209.15093,0
1772326800000,1961.66,2023.54,1942.42,2011.62,563191.965,1772330399999,1117614473.39153,712077,326166.299,648248446.31199,0
1772330400000,2011.62,2054.67,2007.52,2032.18,681088.440,1772333999999,1387272432.96198,1105177,379015.360,772081950.31405,0
1772334000000,2032.17,2038.57,2015.18,2022.29,219534.319,1772337599999,445281872.19318,343022,98451.781,199747993.46825,0
1772337600000,2022.29,2029.63,1997.11,2014.86,305471.825,1772341199999,614022959.00775,382498,140817.769,283053828.53750,0
1772341200000,2014.86,2022.32,2008.13,2010.44,122705.076,1772344799999,247296513.31033,212446,59221.160,119388709.77414,0
1772344800000,2010.44,2011.78,1988.21,1997.60,278164.127,1772348399999,555617929.04350,351958,121594.838,242846370.19110,0
1772348400000,1997.59,2009.88,1992.00,2006.27,139279.534,1772351999999,278822829.09612,214595,77134.131,154425550.94476,0
1772352000000,2006.26,2009.30,1980.20,1985.24,207151.134,1772355599999,412938962.00655,320210,92657.809,184749958.67168,0
1772355600000,1985.24,1995.52,1974.08,1979.92,226835.253,1772359199999,450016503.73014,386975,110026.967,218337892.39459,0
1772359200000,1979.91,1992.40,1971.02,1983.91,210244.153,1772362799999,416632011.86835,308395,107174.601,212439231.40809,0
1772362800000,1983.91,1988.69,1980.89,1982.30,65095.847,1772366399999,129213048.46906,140828,32621.300,64760437.02083,0
1772366400000,1982.30,1987.25,1975.14,1977.48,100749.279,1772369999999,199546078.80756,192249,53235.935,105461499.69589,0
1772370000000,1977.48,2024.58,1967.34,2005.86,415420.445,1772373599999,829570223.56712,556194,225000.509,449667082.63731,0
1772373600000,2005.86,2027.77,1992.40,1999.13,347940.191,1772377199999,698930983.31323,614068,177056.041,355832352.58024,0
1772377200000,1999.13,2015.70,1991.00,1992.31,226795.865,1772380799999,454834288.54771,347571,105037.610,210675813.05915,0
1772380800000,1992.30,2010.00,1958.08,1973.35,476266.441,1772384399999,945273359.90925,655840,229409.756,455520070.41625,0
1772384400000,1973.35,1975.20,1950.85,1960.05,281835.683,1772387999999,553729887.95081,543030,127748.816,251085160.16727,0
1772388000000,1960.05,1996.72,1959.73,1974.70,325345.485,1772391599999,644737006.12678,436288,180962.412,358650252.18707,0
1772391600000,1974.70,1975.31,1942.65,1952.97,226946.072,1772395199999,444727934.96831,353668,102070.484,200094436.49731,0
1772395200000,1952.96,1954.49,1905.91,1912.78,506090.327,1772398799999,973860270.17236,765744,209238.013,402677594.05767,0
1772398800000,1912.77,1931.50,1911.12,1927.63,173414.418,1772402399999,333222499.83468,322770,84911.299,163192165.61597,0
1772402400000,1927.64,1974.90,1913.40,1923.62,375738.763,1772405999999,729003791.42491,531633,204864.370,397881684.57854,0
1772406000000,1923.63,1946.99,1917.41,1938.57,222889.201,1772409599999,431301430.31278,482084,123028.394,238050210.90265,0
1772409600000,1938.58,1966.88,1936.33,1959.77,198384.105,1772413199999,386943064.44868,488811,111827.001,218108468.42818,0
1772413200000,1959.77,1988.52,1958.49,1962.83,224975.176,1772416799999,443658754.09558,576926,117605.801,231972915.38010,0
1772416800000,1962.83,1965.37,1938.24,1954.47,202517.254,1772420399999,394952771.68724,455990,91227.341,177914015.61093,0
1772420400000,1954.47,1978.99,1946.79,1971.36,193021.051,1772423999999,379953283.71453,420891,99977.248,196787792.78921,0
1772424000000,1971.36,1979.44,1967.33,1972.14,107739.687,1772427599999,212482328.25680,243748,46865.156,92437065.85543,0
1772427600000,1972.13,1984.45,1960.10,1969.99,110018.348,1772431199999,216839631.47228,239957,54244.162,106938409.46945,0
1772431200000,1970.00,1970.36,1936.12,1942.38,254864.525,1772434799999,497086542.36923,440777,111873.106,218176433.34886,0
1772434800000,1942.37,1944.11,1924.14,1940.25,201092.503,1772438399999,388867886.70306,434177,100517.462,194414570.23830,0
1772438400000,1940.27,1950.56,1916.00,1947.97,301323.887,1772441999999,582616874.99139,514457,146286.848,283066922.84720,0
1772442000000,1947.96,1966.93,1945.66,1946.65,263445.342,1772445599999,515057837.59457,429049,133389.274,260832527.70936,0
1772445600000,1946.64,1956.11,1942.04,1951.01,126011.626,1772449199999,245609943.94775,287859,63388.755,123576069.65635,0
1772449200000,1951.00,1954.22,1934.38,1946.56,181018.724,1772452799999,351676785.66676,345397,90027.620,174942031.74782,0
1772452800000,1946.55,1948.00,1928.65,1936.88,139154.912,1772456399999,269644706.21747,275385,64730.473,125439791.26047,0
1772456400000,1936.88,1943.67,1921.03,1926.43,233957.682,1772459999999,451795828.08106,496193,112798.422,217845884.58320,0
1772460000000,1926.43,1984.61,1919.77,1978.53,795224.035,1772463599999,1552732374.71250,1210303,429814.014,839470512.59964,0
1772463600000,1978.52,2064.79,1973.00,2046.39,1267446.983,1772467199999,2573445402.80503,1601171,657417.945,1334235390.34187,0
1772467200000,2046.39,2089.00,2042.12,2063.35,807647.021,1772470799999,1665869461.86245,1101906,424897.280,876469718.97248,0
