open_time,open,high,low,close,volume,close_time,quote_volume,count,taker_buy_volume,taker_buy_quote_volume,ignore
1761955200000,109557.20,109725.00,109351.50,109689.70,1488.945,1761958799999,163062015.24920,66857,717.527,78587823.41000,0
1761958800000,109689.70,110052.50,109656.20,109690.00,1732.800,1761962399999,190312561.34020,63692,920.887,101150231.27820,0
1761962400000,109690.00,109847.30,109432.00,109750.00,1695.306,1761965999999,185875318.55670,68599,831.567,91179057.41000,0
1761966000000,109750.00,110300.00,109750.00,110194.60,3835.055,1761969599999,422154827.87800,112496,2509.285,276223386.53010,0
1761969600000,110194.60,110557.00,110073.20,110245.80,3210.083,1761973199999,354060433.84730,118532,1696.259,187107165.12900,0
1761973200000,110245.80,110338.00,110000.00,110087.70,1513.286,1761976799999,166665128.12740,67059,709.796,78174919.69280,0
1761976800000,110087.70,110125.00,109885.50,109956.20,1429.632,1761980399999,157253460.58670,59837,590.810,64987155.37040,0
1761980400000,109956.20,110224.00,109945.00,110025.30,1177.523,1761983999999,129614662.80140,54785,579.544,63790154.18790,0
1761984000000,110025.30,110237.60,110025.30,110200.30,931.349,1761987599999,102586461.25580,49875,440.314,48499266.71970,0
1761987600000,110200.30,110213.40,109925.00,109954.60,1535.980,1761991199999,169041152.34370,55264,725.754,79870714.03230,0
1761991200000,109954.60,110151.00,109803.00,110119.40,1534.289,1761994799999,168718552.71420,52355,782.340,86035278.16700,0
1761994800000,110119.50,110207.10,109958.60,110096.20,1171.219,1761998399999,128939045.13520,45728,503.958,55480514.91670,0
1761998400000,110096.30,110164.40,109956.50,109972.00,1278.910,1762001999999,140752423.32960,53036,542.080,59657545.49080,0
1762002000000,109972.10,110015.00,109654.50,109899.60,2215.295,1762005599999,243364322.76940,80197,907.190,99670662.83120,0
1762005600000,109899.70,109945.80,109679.50,109880.00,2570.692,1762009199999,282272426.05940,66018,1410.522,154882658.46610,0
1762009200000,109880.00,110300.00,109854.40,110253.20,3690.593,1762012799999,406288857.54670,99502,2100.782,231266309.41620,0
1762012800000,110253.10,110486.40,110144.00,110413.70,3464.412,1762016399999,382178480.33000,90765,1866.876,205950788.20490,0
1762016400000,110413.80,110455.50,110125.10,110160.10,1498.448,1762019999999,165220945.44630,61150,584.160,64410421.23180,0
